+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                  ;
+--------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:18:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:18:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:17:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:17:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:17:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:16:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:16:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:16:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:15:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:15:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:15:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:14:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:14:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:14:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:13:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:13:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:13:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:12:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:12:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:12:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:11:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:11:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:11:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:10:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:10:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:10:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:9:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:9:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:9:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:8:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:8:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:8:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:7:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:7:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:7:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:6:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:6:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:6:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:5:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:5:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:5:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:4:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:4:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:4:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:3:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:3:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:3:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:2:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:2:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:2:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:1:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:1:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:1:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:0:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:0:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx|\adder_GEN:0:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:30:adderx                             ; 65    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:31:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:31:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:31:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:30:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:30:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:30:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:29:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:29:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:29:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:28:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:28:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:28:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:27:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:27:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:27:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:26:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:26:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:26:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:25:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:25:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:25:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:24:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:24:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:24:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:23:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \PARTIAL_SUM_GEN:29:adderx|\adder_GEN:23:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
